what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1485261796534
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1485261796535
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1485261796589
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1485261796839
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1485261798508
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1485261798550
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1485261799071
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1485261799098
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1485261809513
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1485261825680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261828686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261857626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1485261857650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261861801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261899032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1485261899047
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1485261901313
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1485261912220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261915667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261931823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1485261931834
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1485261964063
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1485261965105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485261982030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485262369674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485262377798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485262383252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485262391676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270433540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270445863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270459017
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1485270459031
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1485270474353
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1485270480236
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1485270480285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270515331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270521730
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1485270521748
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485270523849
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485270524022
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485270525374
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485270525492
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485270529289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270536121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270554030
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.503.v201108102200,"org.eclipse.jst.j2ee.ejb",1485270557157
started,bundle,org.eclipse.jst.j2ee.jca,1.1.500.v201108102200,"org.eclipse.jst.j2ee.jca",1485270557180
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1485270557197
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1485270557203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270557488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270559693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270561574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270880741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485270910353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485272999695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485273003450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485273003592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485364837550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485364838545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485364844598
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364865011
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364878421
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364878484
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364883841
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364883897
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364904271
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1485364904358
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485364978324
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485364978514
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485365007203
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1485365116562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485365118270
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1485366268087
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1485366370007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485366536814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485366609652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485366693332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485369958072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1485370113888
