what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1496927983660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496927986434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1496927986504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496927988622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496927990749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1496927990816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496927995648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496927997897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1496927997968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496928000448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496928002034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1496928002080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496928003043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496928003715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496928319289
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1496928321623
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1496928321638
activated,view,com.android.ide.eclipse.ddms,23.0.0.1245622,"com.android.ide.eclipse.ddms.views.LogCatView",1496928389658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1496928539177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1496928539577
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1496928541785
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1496928544098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1496928544974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1496928545451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496928547054
